"tv","digital","revenue"
914.806043496355,528.389638289809,1537.27427121371
937.075413297862,646.387884393334,1689.685249088
286.139534786344,834.04902764596,857.892492157642
830.447626067325,345.762552926317,1179.06027843262
641.745518893003,621.732927393168,1312.97760223141
519.095949130133,663.195295026526,1071.70371723714
736.588314641267,444.508337415755,1237.08475063306
134.66659723781,740.221130428836,775.777503307021
656.992290401831,372.094489168376,977.213526033925
705.064784036949,41.3653017021716,761.17120073139
457.74177624844,452.713133534417,666.813716345917
719.112251652405,862.644793698564,1628.38794224386
934.672247152776,814.221025677398,1812.92743846147
255.428824340925,166.559260105714,52.9598730389923
462.292822543532,583.6010358762,863.090049118067
940.014522755519,812.591619323939,1814.78945401704
978.226428385824,312.498802319169,1218.10453280991
117.487361654639,265.634289942682,137.74028239348
474.997081561014,412.790755741298,635.081561069782
560.332746244967,174.339843681082,499.956778963859
904.031387297437,10.8309122733772,974.516732524705
138.710167724639,958.646586863324,882.917689342637
988.891728920862,609.076267806813,1674.02230749715
946.668232558295,735.772186657414,1769.9201150055
82.4375580996275,834.926109761,831.906349067835
514.211784349754,901.441984344274,1209.39203426387
390.203467104584,127.853968413547,132.084583644988
905.738130910322,395.112549187616,1319.50884200234
446.969628101215,538.272332632914,775.276636348166
836.004259996116,179.3842704501,970.812697220763
737.595617771149,313.714144285768,1018.98127487175
811.055141268298,154.762231046334,931.027623160474
388.108282815665,215.23166494444,190.022200530206
685.169729404151,733.497157460079,1496.44043554685
3.94833879545331,534.998016199097,565.514396678696
832.916080253199,649.493160890415,1620.88390265721
7.33414688147604,228.938878979534,92.5532293529177
207.658972823992,770.211981376633,800.671542626798
906.601407798007,469.169885385782,1443.5410510166
611.778643447906,729.557123733684,1344.18314517376
379.559240536764,907.127667684108,965.036224167306
435.771584976465,276.811362244189,337.672939622755
37.4310328625143,44.4281469099224,0.745879028347126
973.539913771674,205.062652239576,1078.46678497723
431.751248892397,250.321578700095,295.544134725775
957.576596643776,815.218438860029,1824.70775009244
887.754905503243,333.704500459135,1204.08905702868
639.978769468144,821.537201059982,1462.89319917038
970.966610359028,893.960458459333,1867.68686681563
618.838207330555,57.8926603775471,594.06912099801
333.427211269736,811.619488056749,874.997679453722
346.748248208314,172.378255520016,108.336430775335
398.48541142419,476.91734181717,605.584634359867
784.692775690928,778.602057369426,1672.54466202807
38.936491124332,109.85035309568,11.1429338485771
748.795386170968,786.272123223171,1631.99946914045
677.27683018893,608.419969212264,1368.53906423755
171.264330390841,966.832089470699,886.897376123986
261.087963823229,540.727116866037,590.247415127587
514.412934659049,380.359278991818,666.91710071594
675.60727451928,692.088927840814,1446.62565840258
982.817197917029,882.301741046831,1867.77055235125
759.544267551973,500.917657278478,1357.75505380634
566.488424083218,845.622840570286,1308.64085759322
849.689718568698,80.3378743585199,940.102925447983
189.47393540293,657.441545510665,710.649402867574
271.286614704877,386.883703991771,350.2552227783
828.158485237509,209.538949187845,989.490512400027
693.204820388928,933.414286002517,1613.96467127433
240.544739644974,915.783888427541,878.441042185979
42.9887960199267,47.3857040051371,0.905645585255717
140.479094116017,651.630314765498,702.433550491629
216.38541505672,560.103349853307,605.63353590561
479.398564202711,537.969692610204,839.80019225176
197.410342283547,943.813888821751,881.467190423596
719.355837674811,498.551166150719,1296.62702544441
7.88473873399198,325.191501760855,226.186075104125
375.489964615554,483.291333774105,586.005281594134
514.407708309591,693.20725905709,1087.22866983574
1.57055421732366,766.71571074985,793.004537680687
581.604002509266,315.410019597039,717.821908545936
157.905208179727,31.6513832658529,1.65642846154674
359.028305858374,659.316555131227,787.346905473219
645.631878403947,212.422505021095,725.009223507724
775.823362637311,91.2487551104277,868.041667014666
563.646841561422,982.144652632996,1354.287678105
233.703398611397,267.258324893191,149.37995324514
89.9805163498968,312.739541055635,206.427661601914
85.6120649259537,857.480519916862,842.807866607291
305.218369467184,208.175271283835,107.457704276995
667.426514672115,988.893804140389,1584.60980674524
0.238896580412984,778.600311372429,800.476848252614
208.569956943393,335.325222229585,248.258798747118
933.034127345309,621.404288569465,1662.02304911952
925.644748611376,645.97771409899,1683.21304657895
734.094301005825,54.4073844794184,807.37466018423
333.071983419359,887.58612354286,911.063514606881
515.063329832628,658.675608225167,1058.11666122837
743.974646320567,411.292609293014,1191.7953373612
619.159240042791,346.549262059852,854.44713490581
626.24534452334,557.868191739544,1204.72205067242
217.157698236406,223.028010455891,92.9591556201008
216.567310970277,775.4162538331,805.204196491354
388.945028651506,728.706524474546,879.8299915301
942.455691983923,8.58596689067781,995.858376688943
962.608013767749,963.922724826261,1889.30095478426
739.85527921468,734.745349735022,1585.59558668393
733.24590572156,209.887102711946,877.624310905691
